protocol_type,service,duration,src_bytes,dst_bytes,src_pkts,dst_pkts,byte_ratio,pkt_ratio,label
0,22,3e-06,6.0,6.0,1,1,0.8571428571428571,0.5,0
0,5,116.352886,1066.0,3669.0,19,19,0.2904632152588556,0.95,0
0,0,0.048809,101.0,133.0,1,1,0.753731343283582,0.5,0
0,0,0.847532,50.0,109.0,1,1,0.4545454545454545,0.5,0
0,22,2e-06,37.0,0.0,2,0,37.0,2.0,0
0,0,0.175568,116.0,114.0,4,2,1.008695652173913,1.3333333333333333,0
0,5,0.036811,0.0,0.0,1,1,0.0,0.5,0
0,22,0.174844,0.0,18.0,2,3,0.0,0.5,0
0,0,0.420693,272.0,522.0,8,4,0.5200764818355641,1.6,0
0,5,67.059772,4068.0,29075.0,34,31,0.1399092034667767,1.0625,0
0,22,3e-06,12.0,0.0,2,0,12.0,2.0,0
0,22,1.000296,12.0,0.0,2,0,12.0,2.0,0
0,0,0.00018,92.0,284.0,2,2,0.3228070175438596,0.6666666666666666,0
0,5,4e-06,12.0,0.0,2,0,12.0,2.0,0
0,0,0.030876,70.0,134.0,2,2,0.5185185185185185,0.6666666666666666,0
0,3,5.263398,12.0,0.0,3,1,12.0,1.5,0
0,0,0.047756,184.0,266.0,4,2,0.6891385767790262,1.3333333333333333,0
0,5,0.034805,95.0,0.0,2,1,95.0,1.0,0
0,22,0.002946,38.0,0.0,3,1,38.0,1.5,0
0,22,0.001718,0.0,0.0,2,0,0.0,2.0,0
0,0,0.035335,62.0,252.0,2,2,0.2450592885375494,0.6666666666666666,0
0,22,2e-06,12.0,0.0,2,0,12.0,2.0,0
0,0,0.000625,56.0,116.0,1,1,0.4786324786324786,0.5,0
0,22,0.840946,11607.0,26.0,6,2,429.8888888888889,2.0,0
0,5,10.794586,665.0,6665.0,10,13,0.0997599759975997,0.7142857142857143,0
0,0,0.060161,78.0,180.0,2,2,0.430939226519337,0.6666666666666666,0
0,0,0.000216,68.0,324.0,2,2,0.2092307692307692,0.6666666666666666,0
0,3,1.7e-05,0.0,0.0,2,0,0.0,2.0,0
0,0,0.051262,72.0,128.0,2,2,0.5581395348837209,0.6666666666666666,0
0,5,5.952526,372.0,3039.0,8,4,0.1223684210526315,1.6,0
0,5,116.694115,11048.0,31191.0,42,49,0.3541933829186971,0.84,0
0,0,0.376182,74.0,348.0,2,2,0.2120343839541547,0.6666666666666666,0
0,3,5.852097,12.0,0.0,3,1,12.0,1.5,0
0,0,0.000168,86.0,118.0,2,2,0.7226890756302521,0.6666666666666666,0
0,0,0.000238,74.0,178.0,2,2,0.4134078212290503,0.6666666666666666,0
0,0,0.000191,82.0,152.0,2,2,0.5359477124183006,0.6666666666666666,0
0,22,4e-06,31.0,0.0,2,0,31.0,2.0,0
0,0,0.190568,74.0,174.0,2,2,0.4228571428571429,0.6666666666666666,0
0,5,0.649943,376.0,3788.0,7,6,0.099234626550541,1.0,0
0,5,3.13163,135.0,46.0,5,1,2.872340425531915,2.5,0
0,0,0.000228,66.0,330.0,2,2,0.1993957703927492,0.6666666666666666,0
0,22,0.003832,18.0,0.0,3,0,18.0,3.0,0
0,3,0.051378,6.0,6.0,1,1,0.8571428571428571,0.5,0
0,0,0.030665,41.0,57.0,1,1,0.7068965517241379,0.5,0
0,0,0.081573,80.0,162.0,1,1,0.4907975460122699,0.5,0
0,22,4e-06,12.0,0.0,2,0,12.0,2.0,0
0,0,0.000139,70.0,102.0,2,2,0.6796116504854369,0.6666666666666666,0
0,5,0.875514,913.0,50594.0,22,39,0.0180452613894653,0.55,0
0,0,0.030687,40.0,56.0,1,1,0.7017543859649122,0.5,0
0,0,0.000203,88.0,188.0,2,2,0.4656084656084656,0.6666666666666666,0
0,3,5.578453,0.0,0.0,3,1,0.0,1.5,0
0,3,0.000106,12.0,0.0,2,0,12.0,2.0,0
0,0,75.462392,113.0,271.0,2,2,0.4154411764705882,0.6666666666666666,0
1,3,31.992753,220.0,487.0,9,8,0.4508196721311475,1.0,6
0,0,0.128951,88.0,430.0,2,2,0.2041763341067285,0.6666666666666666,0
0,3,0.048818,1618.0,196.0,4,5,8.213197969543147,0.6666666666666666,0
0,0,0.000147,82.0,114.0,2,2,0.7130434782608696,0.6666666666666666,0
1,21,5.1e-05,0.0,0.0,1,1,0.0,0.5,11
0,5,0.125186,1801.0,3508.0,12,7,0.5132516386434882,1.5,0
0,5,0.113374,0.0,0.0,4,0,0.0,4.0,0
1,1,10.078034,109.0,188.0,9,15,0.5767195767195767,0.5625,7
0,22,9e-06,0.0,0.0,2,0,0.0,2.0,0
0,5,4e-06,12.0,0.0,2,0,12.0,2.0,0
0,22,3e-06,37.0,0.0,2,0,37.0,2.0,0
0,22,0.000203,0.0,0.0,2,0,0.0,2.0,0
0,0,0.000285,60.0,288.0,2,2,0.2076124567474048,0.6666666666666666,0
0,3,115.988021,593.0,32966.0,27,33,0.0179876846543513,0.7941176470588235,0
0,5,0.514823,529.0,5244.0,11,9,0.1008579599618684,1.1,0
0,3,119.503488,871.0,3925.0,18,15,0.2218543046357615,1.125,0
0,22,1e-06,6.0,6.0,1,1,0.8571428571428571,0.5,0
0,22,4e-06,0.0,0.0,2,0,0.0,2.0,0
0,5,4.121319,599.0,137.0,7,4,4.340579710144928,1.4,0
0,0,0.060025,128.0,320.0,4,2,0.3987538940809969,1.3333333333333333,0
0,3,24.846371,454.0,1975.0,6,6,0.2297570850202429,0.8571428571428571,0
0,22,0.014748,6.0,6.0,2,1,0.8571428571428571,1.0,0
0,3,118.247267,5819.0,3945.0,20,20,1.4746578813988849,0.9523809523809524,0
0,0,0.030366,48.0,272.0,1,1,0.1758241758241758,0.5,0
0,22,5.6e-05,31.0,6.0,2,1,4.428571428571429,1.0,0
0,0,0.031239,64.0,148.0,1,1,0.4295302013422818,0.5,0
0,5,3.137959,135.0,46.0,5,1,2.872340425531915,2.5,0
0,0,0.02373,82.0,204.0,2,2,0.4,0.6666666666666666,0
0,5,0.216866,122.0,3605.0,6,5,0.0338325013865779,1.0,0
0,22,4e-06,0.0,0.0,2,0,0.0,2.0,0
0,22,8.4e-05,6.0,6.0,1,1,0.8571428571428571,0.5,0
0,5,32.415585,861.0,50237.0,28,32,0.0171384211154902,0.8484848484848485,0
0,0,2.175128,55.0,55.0,1,1,0.9821428571428572,0.5,0
0,0,0.000201,94.0,350.0,2,2,0.2678062678062678,0.6666666666666666,0
0,22,30.092173,1272.0,1600.0,13,8,0.7945034353529045,1.4444444444444444,0
0,0,0.031067,70.0,134.0,2,2,0.5185185185185185,0.6666666666666666,0
0,21,0.000126,0.0,0.0,1,1,0.0,0.5,0
0,5,0.000125,12.0,0.0,2,0,12.0,2.0,0
0,22,4.8e-05,0.0,0.0,1,1,0.0,0.5,0
0,0,0.030549,57.0,73.0,1,1,0.7702702702702703,0.5,0
0,22,3e-06,4.0,0.0,2,0,4.0,2.0,0
0,18,0.000115,18.0,12.0,3,2,1.3846153846153846,1.0,0
0,0,0.000431,84.0,162.0,2,2,0.5153374233128835,0.6666666666666666,0
0,0,0.000257,68.0,132.0,2,2,0.5112781954887218,0.6666666666666666,0
1,22,3.8e-05,6.0,6.0,1,1,0.8571428571428571,0.5,1
0,22,0.015397,280.0,6.0,2,1,40.0,1.0,0
0,0,0.090557,47.0,107.0,1,1,0.4351851851851852,0.5,0
0,0,0.336818,80.0,206.0,2,2,0.3864734299516908,0.6666666666666666,0
0,3,5.607463,0.0,0.0,3,1,0.0,1.5,0
0,0,0.023797,56.0,212.0,2,2,0.2629107981220657,0.6666666666666666,0
0,0,0.061691,74.0,148.0,2,2,0.4966442953020134,0.6666666666666666,0
0,5,0.000219,18.0,0.0,3,1,18.0,1.5,0
1,1,0.000249,14.0,0.0,2,1,14.0,1.0,7
0,0,0.000128,88.0,120.0,2,2,0.7272727272727273,0.6666666666666666,0
0,3,0.514025,314.0,2130.0,6,4,0.1473486625997184,1.2,0
0,3,0.109487,6.0,6.0,1,1,0.8571428571428571,0.5,0
0,22,4.9e-05,4.0,0.0,2,0,4.0,2.0,0
1,3,32.128441,222.0,487.0,9,8,0.4549180327868852,1.0,6
0,5,115.57452,2257.0,6006.0,21,20,0.3757283169635425,1.0,0
0,3,6.008328,12.0,0.0,3,1,12.0,1.5,0
0,22,0.017502,11.0,0.0,1,2,11.0,0.3333333333333333,0
0,5,56.836236,10344.0,9069.0,35,24,1.140463065049614,1.4,0
0,22,0.023796,12.0,6.0,2,1,1.7142857142857142,1.0,0
0,22,1.9e-05,1534.0,0.0,13,0,1534.0,13.0,0
0,5,3e-06,37.0,0.0,2,0,37.0,2.0,0
0,22,0.000275,43.0,6.0,3,1,6.142857142857143,1.5,0
0,22,4.1e-05,0.0,0.0,1,1,0.0,0.5,0
0,0,0.032415,76.0,610.0,2,2,0.1243862520458265,0.6666666666666666,0
0,0,0.000202,94.0,206.0,2,2,0.4541062801932367,0.6666666666666666,0
0,0,0.58999,59.0,317.0,1,1,0.1855345911949685,0.5,0
0,0,0.000177,66.0,122.0,2,2,0.5365853658536586,0.6666666666666666,0
0,22,9.8e-05,4.0,12.0,2,2,0.3076923076923077,0.6666666666666666,0
0,0,0.06752,47.0,95.0,1,1,0.4895833333333333,0.5,0
0,5,61.272462,22190.0,7595743.0,2738,3418,0.0029213728108793,0.8008189529102077,0
0,0,0.047649,54.0,132.0,1,1,0.4060150375939849,0.5,0
0,5,0.07425,580.0,156.0,5,3,3.694267515923567,1.25,0
0,5,0.137255,739.0,735.0,10,5,1.0040760869565215,1.6666666666666667,0
0,0,86.83635,95.0,350.0,2,2,0.2706552706552707,0.6666666666666666,0
0,5,5.661483,364.0,6126.0,10,7,0.0594091725150971,1.25,0
0,0,0.849143,48.0,212.0,1,1,0.2253521126760563,0.5,0
0,22,0.000102,6.0,6.0,1,1,0.8571428571428571,0.5,0
0,0,0.061506,36.0,52.0,1,1,0.6792452830188679,0.5,0
0,22,5.2e-05,0.0,0.0,1,1,0.0,0.5,0
0,5,0.317499,376.0,3788.0,7,7,0.099234626550541,0.875,0
0,0,0.000166,84.0,162.0,2,2,0.5153374233128835,0.6666666666666666,0
0,22,0.000371,12.0,0.0,2,0,12.0,2.0,0
0,5,6.115904,129.0,92.0,5,2,1.3870967741935485,1.6666666666666667,0
0,0,0.061627,120.0,244.0,4,2,0.4897959183673469,1.3333333333333333,0
0,3,0.038869,0.0,0.0,1,1,0.0,0.5,0
0,5,0.089631,713.0,479.0,10,5,1.4854166666666666,1.6666666666666667,0
0,0,0.066462,60.0,360.0,2,2,0.1662049861495844,0.6666666666666666,0
0,22,0.004273,18.0,0.0,3,0,18.0,3.0,0
0,22,2.6e-05,0.0,0.0,1,1,0.0,0.5,0
0,5,0.00259,6.0,6.0,1,1,0.8571428571428571,0.5,0
0,0,0.000204,64.0,158.0,2,2,0.4025157232704403,0.6666666666666666,0
0,0,32.297084,102.0,199.0,2,2,0.51,0.6666666666666666,0
0,22,0.000632,248.0,0.0,3,0,248.0,3.0,0
0,5,0.064175,121.0,3110.0,6,4,0.0388942462230793,1.2,0
0,3,117.64787,519.0,1598.0,17,15,0.324577861163227,1.0625,0
0,1,0.138064,176.0,440.0,20,25,0.3990929705215419,0.7692307692307693,0
0,22,4.3e-05,0.0,0.0,1,1,0.0,0.5,0
0,0,0.000169,60.0,264.0,2,2,0.2264150943396226,0.6666666666666666,0
0,22,1e-06,12.0,0.0,2,0,12.0,2.0,0
0,3,117.532327,902.0,1826.0,18,15,0.4937055281882868,1.125,0
0,22,4.9e-05,0.0,0.0,2,0,0.0,2.0,0
0,0,0.059551,45.0,118.0,1,1,0.3781512605042016,0.5,0
0,5,0.769622,1366.0,4005.0,7,10,0.3409885172241637,0.6363636363636364,0
0,0,0.060988,49.0,148.0,1,1,0.3288590604026846,0.5,0
0,22,3e-05,0.0,0.0,1,4,0.0,0.2,0
1,4,0.095195,208.0,134.0,4,3,1.5407407407407407,1.0,1
0,22,3e-06,4.0,0.0,2,0,4.0,2.0,0
0,5,59.256003,989.0,4624.0,14,12,0.2138378378378378,1.0769230769230769,0
0,5,0.000272,46.0,0.0,3,0,46.0,3.0,0
0,5,0.000199,0.0,0.0,1,1,0.0,0.5,0
0,5,101.209143,3210.0,7922.0,45,60,0.4051495645588792,0.7377049180327869,0
0,0,0.000216,132.0,388.0,2,2,0.3393316195372751,0.6666666666666666,0
0,0,0.05199,43.0,113.0,1,1,0.3771929824561403,0.5,0
0,22,0.000273,37.0,6.0,2,1,5.285714285714286,1.0,0
0,0,0.0002,74.0,330.0,2,2,0.2235649546827794,0.6666666666666666,0
0,3,0.000105,12.0,0.0,2,0,12.0,2.0,0
0,0,0.023942,88.0,120.0,2,2,0.7272727272727273,0.6666666666666666,0
0,5,0.037017,0.0,0.0,1,1,0.0,0.5,0
0,5,78.0031,422.0,10678.0,12,14,0.0395168086899522,0.8,0
0,0,0.000186,70.0,324.0,2,2,0.2153846153846154,0.6666666666666666,0
0,3,65.213976,502.0,368.0,10,10,1.3604336043360434,0.9090909090909092,0
0,22,9.2e-05,4.0,12.0,2,2,0.3076923076923077,0.6666666666666666,0
0,0,0.000236,70.0,264.0,2,2,0.2641509433962264,0.6666666666666666,0
0,0,0.000366,96.0,268.0,2,2,0.3568773234200743,0.6666666666666666,0
0,5,0.145575,0.0,0.0,1,1,0.0,0.5,0
0,0,0.060837,53.0,218.0,1,1,0.2420091324200913,0.5,0
0,0,0.000125,72.0,104.0,2,2,0.6857142857142857,0.6666666666666666,0
0,5,0.095267,0.0,0.0,1,1,0.0,0.5,0
0,5,3e-06,12.0,0.0,2,0,12.0,2.0,0
0,0,0.122643,82.0,424.0,2,2,0.1929411764705882,0.6666666666666666,0
0,22,0.007646,19897.0,0.0,15,6,19897.0,2.142857142857143,0
0,22,4e-06,12.0,0.0,2,0,12.0,2.0,0
0,5,5.668088,378.0,3856.0,8,6,0.0980036297640653,1.1428571428571428,0
0,3,0.066821,437.0,859.0,3,4,0.5081395348837209,0.6,0
0,22,8e-06,0.0,0.0,1,1,0.0,0.5,0
0,0,0.000375,76.0,204.0,2,2,0.3707317073170731,0.6666666666666666,0
0,22,4.3e-05,0.0,0.0,1,1,0.0,0.5,0
0,5,69.103262,7562.0,311463.0,152,180,0.0242788893740528,0.8397790055248618,0
0,5,3.417098,46.0,141.0,2,4,0.323943661971831,0.4,0
0,3,0.005505,12.0,0.0,2,0,12.0,2.0,0
0,22,4.7e-05,0.0,0.0,1,1,0.0,0.5,0
0,21,0.00093,6.0,6.0,1,1,0.8571428571428571,0.5,0
0,5,6.011907,380.0,5071.0,9,7,0.0749211356466877,1.125,0
0,0,0.060801,42.0,74.0,1,1,0.56,0.5,0
0,3,0.087625,436.0,860.0,3,4,0.5063879210220673,0.6,0
0,5,0.570919,523.0,6296.0,11,8,0.0830554232174051,1.2222222222222223,0
0,0,0.121451,47.0,106.0,1,1,0.4392523364485981,0.5,0
0,5,12.957499,329.0,166.0,6,5,1.970059880239521,1.0,0
0,5,3.453507,135.0,46.0,5,1,2.872340425531915,2.5,0
0,0,0.0468,39.0,249.0,1,1,0.156,0.5,0
0,0,0.000615,47.0,134.0,1,1,0.3481481481481481,0.5,0
0,22,1e-06,617.0,0.0,2,0,617.0,2.0,0
1,3,2.070742,30.0,0.0,5,0,30.0,5.0,2
0,5,0.220304,848.0,5173.0,8,8,0.1638964051024352,0.8888888888888888,0
0,3,0.000325,0.0,0.0,2,0,0.0,2.0,0
0,5,61.247252,2464.0,5634.0,18,16,0.4372670807453416,1.0588235294117647,0
0,3,0.061256,429.0,2267.0,3,4,0.1891534391534391,0.6,0
0,0,0.000157,74.0,154.0,2,2,0.4774193548387097,0.6666666666666666,0
0,22,0.00013,31.0,0.0,3,1,31.0,1.5,0
0,22,3e-06,6.0,6.0,1,1,0.8571428571428571,0.5,0
0,22,1e-06,611.0,0.0,2,0,611.0,2.0,0
0,22,0.012021,17832.0,0.0,12,9,17832.0,1.2,0
0,5,10.162668,1054.0,754.0,7,8,1.3960264900662251,0.7777777777777778,0
0,5,5.066284,698.0,3724.0,8,8,0.1873825503355704,0.8888888888888888,0
0,22,3e-06,12.0,0.0,2,0,12.0,2.0,0
0,3,115.904272,432.0,2498.0,16,15,0.1728691476590636,1.0,0
0,3,114.570956,6292.0,5267.0,20,22,1.1943811693242217,0.8695652173913043,0
0,4,1e-06,4.0,0.0,2,0,4.0,2.0,0
0,0,0.049142,56.0,72.0,1,1,0.7671232876712328,0.5,0
0,5,5.477779,635.0,168.0,7,4,3.757396449704142,1.4,0
0,3,0.06648,426.0,2264.0,3,4,0.1880794701986755,0.6,0
0,5,5.734961,599.0,160.0,7,3,3.720496894409938,1.75,0
0,5,61.603481,951.0,4317.0,16,13,0.2202408522464103,1.1428571428571428,0
0,22,0.001718,0.0,0.0,2,0,0.0,2.0,0
0,5,0.324906,886.0,785.0,11,7,1.1272264631043256,1.375,0
0,22,4.1e-05,0.0,0.0,1,1,0.0,0.5,0
0,22,1.26147,1375.0,24.0,1,5,55.0,0.1666666666666666,0
0,0,0.000162,80.0,144.0,2,2,0.5517241379310345,0.6666666666666666,0
1,3,85.090027,356.0,11595.0,6,6,0.0307002414625733,0.8571428571428571,4
0,5,115.807098,1543.0,5142.0,21,18,0.300019443904336,1.105263157894737,0
0,3,115.957113,2712.0,4482.0,25,19,0.6049520410439437,1.25,0
0,3,5.400436,12.0,0.0,3,1,12.0,1.5,0
0,0,0.00028,94.0,350.0,2,2,0.2678062678062678,0.6666666666666666,0
0,0,60.020496,194.0,370.0,4,4,0.522911051212938,0.8,0
0,5,0.005676,0.0,0.0,2,0,0.0,2.0,0
0,3,0.047464,437.0,859.0,3,4,0.5081395348837209,0.6,0
0,22,0.17412,0.0,18.0,2,3,0.0,0.5,0
0,3,3.188448,0.0,0.0,2,1,0.0,1.0,0
0,22,0.007977,43.0,0.0,3,0,43.0,3.0,0
0,3,16.049025,838.0,5014.0,9,7,0.167098703888335,1.125,0
0,5,66.854684,2773.0,9957.0,21,18,0.2784695722032537,1.105263157894737,0
0,0,0.000201,88.0,120.0,2,2,0.7272727272727273,0.6666666666666666,0
0,22,8.080226,6.0,36.0,1,6,0.1621621621621621,0.1428571428571428,0
0,0,0.046684,45.0,225.0,1,1,0.1991150442477876,0.5,0
0,13,65.025461,96.0,96.0,2,2,0.9896907216494846,0.6666666666666666,0
0,5,4.224455,228.0,145.0,4,3,1.5616438356164384,1.0,0
0,0,0.031302,48.0,160.0,2,2,0.2981366459627329,0.6666666666666666,0
0,5,115.167032,673.0,19231.0,31,26,0.0349937603993344,1.148148148148148,0
0,5,0.053009,0.0,0.0,2,1,0.0,1.0,0
0,13,0.0943,48.0,48.0,1,1,0.979591836734694,0.5,0
0,5,0.184361,1209.0,3162.0,12,8,0.3822320581726209,1.3333333333333333,0
0,0,0.03088,340.0,334.0,4,2,1.0149253731343284,1.3333333333333333,0
0,5,5.139709,1809.0,628.0,6,7,2.875993640699523,0.75,0
0,3,0.101074,442.0,872.0,3,4,0.5063001145475372,0.6,0
0,0,0.059946,64.0,256.0,2,2,0.2490272373540856,0.6666666666666666,0
0,22,1.1e-05,0.0,0.0,1,1,0.0,0.5,0
0,0,0.033793,60.0,414.0,2,2,0.144578313253012,0.6666666666666666,0
0,0,0.0475,82.0,190.0,2,2,0.4293193717277487,0.6666666666666666,0
1,21,11.846983,2008.0,2745.0,21,32,0.7312454479242535,0.6363636363636364,11
0,1,4.9e-05,0.0,0.0,1,2,0.0,0.3333333333333333,0
0,22,3e-06,31.0,0.0,2,0,31.0,2.0,0
0,22,4.8e-05,4.0,0.0,2,0,4.0,2.0,0
0,0,0.024632,42.0,74.0,1,1,0.56,0.5,0
0,22,6e-05,0.0,0.0,1,1,0.0,0.5,0
0,0,0.000178,72.0,104.0,2,2,0.6857142857142857,0.6666666666666666,0
0,0,0.000184,68.0,182.0,2,2,0.3715846994535519,0.6666666666666666,0
0,22,6.8e-05,4.0,12.0,2,2,0.3076923076923077,0.6666666666666666,0
0,22,3e-06,6.0,0.0,2,0,6.0,2.0,0
